"source_path","source_blob_sha","source_size","classification","reason","target_snapshot_path","target_blob_sha"
"config/paper_quality.yaml","d27080a6e6631fdd54b3e1738a11b0c01b4f2e95","9610","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/config/paper_quality.yaml","d27080a6e6631fdd54b3e1738a11b0c01b4f2e95"
"config/paper_sections.yaml","4e0d51c6460b3e47f4b7c407d82b721b578e43ce","3274","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/config/paper_sections.yaml","4e0d51c6460b3e47f4b7c407d82b721b578e43ce"
"config/skill_registry_v04.yaml","eae651e4122d782021e785818a0066effbc99c82","3915","INTENTIONALLY_PRIVATE","provider/skill/teacher-specific private workbench configuration","",""
"config/skill_registry.yaml","6dbbab540bcb1afa35df3d301e697d3b119afaa6","10206","INTENTIONALLY_PRIVATE","provider/skill/teacher-specific private workbench configuration","",""
"config/teacher_extensions_20260908.yaml","0623a4858d20694c73c81e889f84830240611a74","2208","INTENTIONALLY_PRIVATE","provider/skill/teacher-specific private workbench configuration","",""
"config/workflow.yaml","d8885abd1cf6e91c7096a3aefbf012d43f8b8139","1279","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/config/workflow.yaml","d8885abd1cf6e91c7096a3aefbf012d43f8b8139"
"docs/ACADEMIC_SKILL_STACK_V03.md","251eee85cc2275c9e46fce81a0bc872367959345","10577","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/ACADEMIC_SKILL_STACK_V03.md","251eee85cc2275c9e46fce81a0bc872367959345"
"docs/ACADEMIC_SKILL_STACK_V04.md","5de7d85df1a57f63a68daaa21347aad28ea6bd4e","7058","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/ACADEMIC_SKILL_STACK_V04.md","5de7d85df1a57f63a68daaa21347aad28ea6bd4e"
"docs/AI_DISCLOSURE_STYLE.md","69d6c4c3491142aa151b4ce1a6daf0bbc00c19c1","3760","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/AI_DISCLOSURE_STYLE.md","69d6c4c3491142aa151b4ce1a6daf0bbc00c19c1"
"docs/AI_TRACE_DISCLOSURE_RECOVERY.md","4c7504b2ff8b254e7deadb961b83bcc6435d4186","5647","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/AI_TRACE_DISCLOSURE_RECOVERY.md","4c7504b2ff8b254e7deadb961b83bcc6435d4186"
"docs/ARCHITECTURE.md","b43080f1a6938e137d534742daa8fe10f5c2e479","3332","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/ARCHITECTURE.md","b43080f1a6938e137d534742daa8fe10f5c2e479"
"docs/COMPLIANCE_2026.md","af0dec11eab6d0f5c030572261d627505a5fa2ce","3630","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/COMPLIANCE_2026.md","af0dec11eab6d0f5c030572261d627505a5fa2ce"
"docs/context/AGENT_HANDOFF.md","28c366fdc9e9bf4265c447469ad60b2f6dc6693e","6217","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/CUMCM2026C_DECISIONS_20260913.md","576207d483a52aa9914c6861e047ce6977a49287","4182","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/CUMCM2026C_FIGURE_CONTRACTS_20260913.md","61c7554d4002e54731becd0c92abe7e96517eb03","23180","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/CUMCM2026C_LIVE_ARCHIVE_20260913.md","e3111cd477edb3b77caa4831b8391fc5e5919a42","17791","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/CUMCM2026C_VISUAL_REBUILD_PLAN_20260913.md","0b141521f81164ceeb5044705828a77320b1654b","11012","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/CUMCM2026C_VISUAL_SELECTION_DECISION_20260913.md","a25d453fc1bb4cab271b18138cae9ff7487d54cd","8801","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DECISION_LOG.md","c8456a3ed69ed30489d1dac986c905429eac4fb8","9450","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_2026_WORD_PPT_AUTHORITATIVE_REQUIREMENTS.md","13ee84500c6d84159e820947f3a2e341583135bc","11433","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_AI_DISCLOSURE_STYLE_FIX_20260909.md","81dbcae62e62057af8fab398fb55df21dc0e24b5","5185","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_ARCHIVE_20260910.md","2772b8e5cd917c8facd940279a7586dc7df52756","4860","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_D3_REVIEW_FIXED_RESULT_20260909.md","1f6fa0fc16481b4095aa63be614ee2fdee1824c1","4540","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_D3_SOL_FINAL_POLISH_RESULT_20260909.md","27b2d7e697fe2cfce85f9603de838395856a69e3","2643","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_D3_VISUAL_PASS3_RESULT.md","8d96507de5c4901c12436b2955399aa54bfbb61a","4037","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_MATHMODELS_RUNTIME_QUALIFICATION_20260908.md","4471f38a66a13328eab3db4372235dc8d7da1707","1420","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_SOL_FULL_REVIEW_20260909.md","e02fb5662d6fb0ab23111cbfdd0e8ed1261dd230","12568","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_SOL_G4_PREVIEW_REVIEW_20260909.md","dba7469ab34eb2aa85b56fcadd8c0e8bbbe78843","7994","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_SOL_STEP_REVIEW_PRE_G4_20260909.md","39bf52550603ae158ff9847eb63c3f5e2a97b8f0","7197","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_TEACHER_EVIDENCE_CHAIN_AND_LENGTH_20260909.md","174d454f9c8db6d44dca5693f867733ca41ba6f9","5636","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_TEACHER_FEEDBACK_MODELING_DEPTH_20260908.md","0bdba47d318a984adffd1e7f2eb337ece6396606","5919","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_TEACHER_PPT_WRITING_CROSSCHECK_20260909.md","e584f27bde69ead82b34cc22bde6abf64893c94d","5417","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_TEACHER_REQUIREMENTS_20260908.md","05ec14c25ada36e2960e0736291603d62e1bb078","6171","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/DRILL03_TEACHER_TEMPLATE_SMOKE_RESULT.md","7ef88fdd96208229d32f419756fa582c27ba357b","2243","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/MMKIT_V04_INTEGRATION_COMPLETE_20260909.md","87e10265549b51733fd256ee32c7c7365cc21d70","3447","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/PRECONTEST_FREEZE_20260910.md","99014bca12ed00805c51546c54aa9a9595f76032","4167","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/context/PROJECT_STATE.md","8170a7255a2bb5ecd031b21e9e0a564eb68c1c94","5542","INTENTIONALLY_PRIVATE","historical handoff/state/decision context","",""
"docs/CUMCM_DRILL03_TEACHER_TEMPLATE_REVIEW_20260908.md","c4192fc1f7e4f69a44ed2d051cae41db78689c4c","7417","INTENTIONALLY_PRIVATE","competition/drill/teacher-specific historical document","",""
"docs/CUMCM_STEP_REVIEW_INTEGRATION.md","3b55a6db4d57517c2b15044dc8dece0098280335","8648","INTENTIONALLY_PRIVATE","competition/drill/teacher-specific historical document","",""
"docs/CUMCM_STEP_REVIEW_TEACHER_SKILL_AUDIT_20260908.md","5bdc1228ec8937b5ee3da24e209085470c731130","8618","INTENTIONALLY_PRIVATE","competition/drill/teacher-specific historical document","",""
"docs/CUMCM_STRP_REVIEW_INTEGRATION.md","664da62d41832a425957259dc239e936945ca713","783","INTENTIONALLY_PRIVATE","competition/drill/teacher-specific historical document","",""
"docs/DRILL_01_POSTMORTEM_AND_DRILL_02_PLAN.md","fae138b42a3b8bf5e327e9a9e58b911b476e5313","5956","INTENTIONALLY_PRIVATE","competition/drill/teacher-specific historical document","",""
"docs/DRILL03_AWARD_PAPER_WRITING_BASELINE.md","dfdb208bd49fc04a6cbcd815f53a57c0c9f71cad","4837","INTENTIONALLY_PRIVATE","competition/drill/teacher-specific historical document","",""
"docs/FIGURE_PIPELINE.md","df026b316f9fef872f86e9e33eeca7f189665119","3830","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/FIGURE_PIPELINE.md","df026b316f9fef872f86e9e33eeca7f189665119"
"docs/FIVE_DAY_PLAN.md","addcd99585257ef9ac40f51917c8dab82cca3fa0","2872","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/FIVE_DAY_PLAN.md","addcd99585257ef9ac40f51917c8dab82cca3fa0"
"docs/G4_EXACT_FILE_LOCK.md","047e8c38b1a8a981f034265bfaa3753dfd474b2b","4785","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/G4_EXACT_FILE_LOCK.md","047e8c38b1a8a981f034265bfaa3753dfd474b2b"
"docs/GITHUB_FINAL_MATHMODELING_STACK_AUDIT_20260909.md","e9cb4a05daa452f4015e967eb33ee392b8a050e2","16830","INTENTIONALLY_PRIVATE","historical Drill-03 external GitHub ecosystem audit; retain in private competition workbench","",""
"docs/LITERATURE_VERIFICATION.md","c9ac2b8d75beac9ac39dbcdb051bf2b36f113059","3564","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/LITERATURE_VERIFICATION.md","c9ac2b8d75beac9ac39dbcdb051bf2b36f113059"
"docs/MATHMODELS_R_PACKAGE_AUDIT_20260908.md","da31197b3a7fe64adefa69de92328d5c6b757399","7132","INTENTIONALLY_PRIVATE","teacher-package / Drill-03 runtime qualification record; retain in private competition workbench","",""
"docs/MMKIT_SKILL_DISTILLATION.md","68ad26e1ddc49dfe94ed7c5eceaf0725af89f988","1723","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/MMKIT_SKILL_DISTILLATION.md","68ad26e1ddc49dfe94ed7c5eceaf0725af89f988"
"docs/MMKIT_V02_SYSTEM_UPGRADE.md","fb4cb244be49d221c7517ffa2370ee787ed2befe","10097","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/MMKIT_V02_SYSTEM_UPGRADE.md","fb4cb244be49d221c7517ffa2370ee787ed2befe"
"docs/MMKIT_V04_HARVEST_CANDIDATES.md","29bdbcd68fb062b4b9a3670f0a9a5a26c1f28eb1","4797","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/MMKIT_V04_HARVEST_CANDIDATES.md","29bdbcd68fb062b4b9a3670f0a9a5a26c1f28eb1"
"docs/ORIGIN_MCP_BACKEND.md","9f7cd78d13acdbbafcd12c20b2746e4b560fe734","2998","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/ORIGIN_MCP_BACKEND.md","9f7cd78d13acdbbafcd12c20b2746e4b560fe734"
"docs/PAPER_INTELLIGENCE_PIPELINE.md","123aa00de63939116962ae0a74f844dd0b65a01d","5884","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/PAPER_INTELLIGENCE_PIPELINE.md","123aa00de63939116962ae0a74f844dd0b65a01d"
"docs/PAPER_PIPELINE.md","edc64da94dffae9bf9f439f60eb16b450b1882cd","6781","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/PAPER_PIPELINE.md","edc64da94dffae9bf9f439f60eb16b450b1882cd"
"docs/PAPER_SCIENTIFIC_DENSITY.md","8420b9b769afa2937bee3a125a2c13995fd92e4b","2593","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/PAPER_SCIENTIFIC_DENSITY.md","8420b9b769afa2937bee3a125a2c13995fd92e4b"
"docs/R_DRILL_ACCEPTANCE.md","71e13ffe24049d271d2b1149283ecf8ce4e66c98","1757","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/R_DRILL_ACCEPTANCE.md","71e13ffe24049d271d2b1149283ecf8ce4e66c98"
"docs/SKILL_ROUTING.md","f90948d19450461220ff2f28683aab4ea75ef499","5314","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/SKILL_ROUTING.md","f90948d19450461220ff2f28683aab4ea75ef499"
"docs/SKILL_SUPPLY_CHAIN.md","20c4e9ee39623c80270954fff193798f66d33343","2430","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/SKILL_SUPPLY_CHAIN.md","20c4e9ee39623c80270954fff193798f66d33343"
"docs/WORKSPACE_SCHEMA.md","5ea80e91b71ec82a21b06e507dc041bcb54b84c5","6697","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/docs/WORKSPACE_SCHEMA.md","5ea80e91b71ec82a21b06e507dc041bcb54b84c5"
"prompts/CUMCM_2026_LIVE_START.md","2d696619a8256fbc2035131ce4049234889ce133","3423","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_ACTIVE_PASS_WORD_PPT_ADDENDUM.md","2940a36b421bb8be8dc2a995db523863c3f2c860","5035","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_AI_DISCLOSURE_HUMANIZE_PASS.md","05c7aab5dcee3372cf4b54f77105b5970b761265","5159","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_D3_SOL_FINAL_POLISH_PASS.md","0eb060b4f198b1df74f15cf55295ebdd363ab345","12458","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_G4_PACKAGING_FIX.md","4cf2ac9a3d97f57fe8ace4ae17f007bd517c5cb3","10556","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_G4_PREVIEW_BUILD_PASS.md","3ba3d8ce7cca037967a009dd28f3e5f71ab96310","12329","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_G4_PREVIEW_LAST_TECHNICAL_FIX.md","dd732e3e1c1df2ace03260641c1e6cc75eefac04","7643","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_POST_TECH_EVIDENCE_CHAIN_REVIEW.md","0f0718cda6124904faa430e12911e5d0ead35b79","8782","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_TEMPLATE_MIGRATION_EXECUTE.md","726dd2adc1086f06a7aacedebb852a2d6fdc9380","3070","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_TEMPLATE_MIGRATION_PASS.md","3b831096c94841aa9de523efb35692c3e0ed5314","10436","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_TEMPLATE_REVIEW_FIX_EXECUTE.md","ff5a8c822d57b063725e3fb8ce50ac032289e966","18172","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM_TEMPLATE_REVIEW_RESUME_AFTER_LIMIT.md","16fa4f6bf2612d6df7d0068b8c9357b3ca69b0a9","7344","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/CUMCM2026C_MIGRATION_HANDOFF_20260913.md","9b842fea09001c3878ee243a3040e52ff9b46477","17048","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/q4_chromosome_specific_supplement.md","64d1e2ccfc7b9c46efb39e9a9847a543136cac37","2324","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"prompts/SOL_CENTRAL_REVIEW.md","29d819eab709f0bb21b563d6c3416bf8ef5d2a00","11380","INTENTIONALLY_PRIVATE","private prompts and live-contest operational instructions","",""
"pyproject.toml","450e0351acfe494d78e6ceda019c32f8c10811c1","563","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/pyproject.toml","450e0351acfe494d78e6ceda019c32f8c10811c1"
"r_toolbox/.Rprofile","81b960f5c6a8ee40840badd620f8af9743787730","26","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/.Rprofile","81b960f5c6a8ee40840badd620f8af9743787730"
"r_toolbox/bootstrap.R","c167b429ac4587bae59d9f7134e74fd3d2fcdb72","5821","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/bootstrap.R","c167b429ac4587bae59d9f7134e74fd3d2fcdb72"
"r_toolbox/io_contract.R","d5288d942c017e6a75f4ce96dcea8abd496882bb","6551","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/io_contract.R","d5288d942c017e6a75f4ce96dcea8abd496882bb"
"r_toolbox/ols_smoke.R","5692d2671f8407b489f8e436a8f051b474515cbf","3834","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/ols_smoke.R","5692d2671f8407b489f8e436a8f051b474515cbf"
"r_toolbox/OUTPUT_CONTRACT.md","7188c35dbb916b2d2b0d4a64726689184e2b0437","2685","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/OUTPUT_CONTRACT.md","7188c35dbb916b2d2b0d4a64726689184e2b0437"
"r_toolbox/README.md","a66ababa0b5c1300dd791a1a7e8824e81f2ca567","6604","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/README.md","a66ababa0b5c1300dd791a1a7e8824e81f2ca567"
"r_toolbox/renv/.gitignore","0ec0cbba2d7755cbd91956afaa585449906a1e16","56","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/renv/.gitignore","0ec0cbba2d7755cbd91956afaa585449906a1e16"
"r_toolbox/renv/activate.R","b9191f310a3c62fd7210d8800380bdbae02fc8cc","39946","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/renv/activate.R","b9191f310a3c62fd7210d8800380bdbae02fc8cc"
"r_toolbox/renv/settings.json","28b254fbea4c94ff33b8fadad7e52ea6f3220d9a","498","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/r_toolbox/renv/settings.json","28b254fbea4c94ff33b8fadad7e52ea6f3220d9a"
"README.md","a196d6af1e587f8c319b4f301252290b222fb112","7651","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/README.md","a196d6af1e587f8c319b4f301252290b222fb112"
"references/README.md","ecd277592d57175d9ab2f7c7ac5106818fbedbf1","1380","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/references/README.md","ecd277592d57175d9ab2f7c7ac5106818fbedbf1"
"references/REFERENCE_LEDGER.csv","1594252b098af3c7c3c4800b6ac9cea8049a65e1","120","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/references/REFERENCE_LEDGER.csv","1594252b098af3c7c3c4800b6ac9cea8049a65e1"
"requirements-win-py313.lock.txt","f812a7dbd7e4a7be976efe10c0c676f50a39813d","696","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/requirements-win-py313.lock.txt","f812a7dbd7e4a7be976efe10c0c676f50a39813d"
"RUNBOOK.md","594b54274be7ca3f981600b84aa2928e136e03e9","7964","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/RUNBOOK.md","594b54274be7ca3f981600b84aa2928e136e03e9"
"scripts/agent_handoff.ps1","436d18453aff571432dfda7ebe345830e1d2242d","4338","INTENTIONALLY_PRIVATE","provider/agent/token-specific local operational tooling","",""
"scripts/audit_human_paper.py","d79bd6d7d40a394b602373971120bcafea1fdfb4","7950","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/audit_human_paper.py","d79bd6d7d40a394b602373971120bcafea1fdfb4"
"scripts/audit_paper_density.py","c58fbf5f2aedcc5a6dd84817a82c853e83ea4ca8","5939","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/audit_paper_density.py","c58fbf5f2aedcc5a6dd84817a82c853e83ea4ca8"
"scripts/audit_windows_agent_routes.ps1","049ba79638a2effc32ca43c13f86fa0aa4c84807","1821","INTENTIONALLY_PRIVATE","provider/agent/token-specific local operational tooling","",""
"scripts/audit_windows_dsh.ps1","b3508be8ef811a67e2b3b501cc28ca0f992ef9a4","12495","INTENTIONALLY_PRIVATE","provider/agent/token-specific local operational tooling","",""
"scripts/audit_windows_matlab.ps1","15e6af9ff223aa526eecd96791ee437216af89de","1567","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/audit_windows_matlab.ps1","15e6af9ff223aa526eecd96791ee437216af89de"
"scripts/audit_windows_token_monitor.ps1","0880467bc476ceb88e9050b260ae67f23331c5d4","2913","INTENTIONALLY_PRIVATE","provider/agent/token-specific local operational tooling","",""
"scripts/audit_windows_wolfram.ps1","7879a8ae5f731cd14a0020c3e8c475b06315a5e4","3446","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/audit_windows_wolfram.ps1","7879a8ae5f731cd14a0020c3e8c475b06315a5e4"
"scripts/augment_sol_review_packet.py","109443a587f35ed36f1aa345193d90e414a5a96f","7701","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/augment_sol_review_packet.py","109443a587f35ed36f1aa345193d90e414a5a96f"
"scripts/build_paper_intelligence.py","37fd7db771783d13cfb1199888c3e9b2bac82b95","16194","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/build_paper_intelligence.py","37fd7db771783d13cfb1199888c3e9b2bac82b95"
